case_id,activity,start_time,end_time,resource
298,Check application form completeness,2025-01-24 08:16:59.757319+00:00,2025-01-24 09:00:00.000000+00:00,2025-01-24 09:06:11.739323+00:00,Clerk-000004
299,Check application form completeness,2025-01-24 08:30:00.000002+00:00,2025-01-24 09:00:00.000000+00:00,2025-01-24 09:41:39.931510+00:00,Clerk-000001
300,Check application form completeness,2025-01-24 09:00:00.000000+00:00,2025-01-24 09:00:00.000000+00:00,2025-01-24 09:00:00.010435+00:00,Loan Officer-000003
300,Check credit history,2025-01-24 09:00:00.010435+00:00,2025-01-24 09:00:00.010435+00:00,2025-01-24 09:24:57.836356+00:00,Appraiser-000002
298,Check credit history,2025-01-24 09:06:11.739323+00:00,2025-01-24 09:06:11.739323+00:00,2025-01-24 09:54:57.013390+00:00,Appraiser-000001
293,Cancel application,2025-01-24 09:08:35.506908+00:00,2025-01-24 09:08:35.506908+00:00,2025-01-24 09:09:08.849781+00:00,Senior Officer-000002
288,AML check,2025-01-24 09:09:20.622730+00:00,2025-01-24 09:09:20.622730+00:00,2025-01-24 09:18:04.203175+00:00,Clerk-000008
297,Assess loan risk,2025-01-24 09:09:35.834573+00:00,2025-01-24 09:09:35.834573+00:00,2025-01-24 09:15:46.490016+00:00,Loan Officer-000004
294,AML check,2025-01-24 09:11:02.242579+00:00,2025-01-24 09:11:02.242579+00:00,2025-01-24 09:49:14.005997+00:00,Loan Officer-000001
296,Appraise property,2025-01-24 09:12:11.622882+00:00,2025-01-24 09:12:11.622882+00:00,2025-01-24 09:15:49.443504+00:00,Clerk-000007
297,Design loan offer,2025-01-24 09:15:46.490016+00:00,2025-01-24 09:15:46.490016+00:00,2025-01-24 09:17:22.724191+00:00,Clerk-000003
296,Assess loan risk,2025-01-24 09:15:49.443504+00:00,2025-01-24 09:15:49.443504+00:00,2025-01-24 09:23:47.301072+00:00,AML Investigator-000002
297,Approve loan offer,2025-01-24 09:17:22.724191+00:00,2025-01-24 09:17:22.724191+00:00,2025-01-24 09:19:17.382805+00:00,Clerk-000002
288,Assess loan risk,2025-01-24 09:18:04.203175+00:00,2025-01-24 09:18:04.203175+00:00,2025-01-24 09:31:53.423189+00:00,Loan Officer-000003
297,Cancel application,2025-01-24 09:19:26.969517+00:00,2025-01-24 09:19:26.969517+00:00,2025-01-24 09:20:31.214860+00:00,Clerk-000004
296,Design loan offer,2025-01-24 09:23:47.301072+00:00,2025-01-24 09:23:47.301072+00:00,2025-01-24 09:39:30.608704+00:00,Clerk-000005
300,Appraise property,2025-01-24 09:24:57.836356+00:00,2025-01-24 09:24:57.836356+00:00,2025-01-24 09:55:43.052530+00:00,Senior Officer-000002
301,Check application form completeness,2025-01-24 09:30:00.004984+00:00,2025-01-24 09:30:00.004984+00:00,2025-01-24 09:30:46.914028+00:00,Senior Officer-000001
301,Check credit history,2025-01-24 09:30:46.914028+00:00,2025-01-24 09:30:46.914028+00:00,2025-01-24 09:37:37.787932+00:00,Applicant-000001
288,Reject application,2025-01-24 09:31:53.423437+00:00,2025-01-24 09:31:53.423436+00:00,2025-01-24 09:36:44.391134+00:00,Clerk-000006
301,Appraise property,2025-01-24 09:37:37.787932+00:00,2025-01-24 09:37:37.787932+00:00,2025-01-24 09:42:07.104013+00:00,Loan Officer-000002
296,Approve loan offer,2025-01-24 09:39:30.608704+00:00,2025-01-24 09:39:30.608704+00:00,2025-01-24 09:47:48.663554+00:00,Loan Officer-000004
299,Check credit history,2025-01-24 09:41:39.931510+00:00,2025-01-24 09:41:39.931510+00:00,2025-01-24 09:42:17.555848+00:00,Clerk-000007
301,Assess loan risk,2025-01-24 09:42:07.104013+00:00,2025-01-24 09:42:07.104013+00:00,2025-01-24 09:55:14.222186+00:00,Clerk-000003
299,AML check,2025-01-24 09:42:17.555848+00:00,2025-01-24 09:42:17.555848+00:00,2025-01-24 09:42:19.769621+00:00,Clerk-000008
299,Assess loan risk,2025-01-24 09:42:19.769621+00:00,2025-01-24 09:42:19.769621+00:00,2025-01-24 09:52:39.341717+00:00,Clerk-000002
295,AML check,2025-01-24 09:48:16.601776+00:00,2025-01-24 09:48:16.601776+00:00,2025-01-24 09:56:01.965163+00:00,Clerk-000004
294,Assess loan risk,2025-01-24 09:49:14.005997+00:00,2025-01-24 09:49:14.005997+00:00,2025-01-24 10:01:03.738796+00:00,AML Investigator-000002
298,AML check,2025-01-24 09:54:57.013390+00:00,2025-01-24 09:54:57.013390+00:00,2025-01-24 11:02:19.765689+00:00,Appraiser-000002
301,Design loan offer,2025-01-24 09:55:14.222186+00:00,2025-01-24 09:55:14.222186+00:00,2025-01-24 09:56:18.831496+00:00,Senior Officer-000001
300,Assess loan risk,2025-01-24 09:55:43.052530+00:00,2025-01-24 09:55:43.052530+00:00,2025-01-24 10:05:17.538112+00:00,Loan Officer-000003
295,Assess loan risk,2025-01-24 09:56:01.965163+00:00,2025-01-24 09:56:01.965163+00:00,2025-01-24 10:01:57.510657+00:00,Clerk-000006
301,Approve loan offer,2025-01-24 09:56:18.831496+00:00,2025-01-24 09:56:18.831496+00:00,2025-01-24 10:10:56.270729+00:00,Applicant-000001
302,Check application form completeness,2025-01-24 10:00:00.000000+00:00,2025-01-24 10:00:00.000000+00:00,2025-01-24 10:00:06.563274+00:00,Clerk-000005
302,Check credit history,2025-01-24 10:00:06.563274+00:00,2025-01-24 10:00:06.563274+00:00,2025-01-24 10:00:06.580106+00:00,Clerk-000001
302,Appraise property,2025-01-24 10:00:06.580106+00:00,2025-01-24 10:00:06.580106+00:00,2025-01-24 10:11:26.383162+00:00,Loan Officer-000002
294,Design loan offer,2025-01-24 10:01:03.738796+00:00,2025-01-24 10:01:03.738796+00:00,2025-01-24 10:07:36.292856+00:00,Clerk-000007
295,Design loan offer,2025-01-24 10:01:57.510657+00:00,2025-01-24 10:01:57.510657+00:00,2025-01-24 10:02:35.979225+00:00,Clerk-000008
295,Approve loan offer,2025-01-24 10:02:35.979225+00:00,2025-01-24 10:02:35.979225+00:00,2025-01-24 10:16:53.661418+00:00,Loan Officer-000004
294,Approve loan offer,2025-01-24 10:07:36.292856+00:00,2025-01-24 10:07:36.292856+00:00,2025-01-24 10:11:30.851078+00:00,AML Investigator-000001
301,Approve application,2025-01-24 10:10:58.938783+00:00,2025-01-24 10:10:58.938782+00:00,2025-01-24 10:14:34.382522+00:00,Loan Officer-000001
302,Assess loan risk,2025-01-24 10:11:26.383162+00:00,2025-01-24 10:11:26.383162+00:00,2025-01-24 10:24:27.028635+00:00,Clerk-000002
294,Cancel application,2025-01-24 10:11:30.906588+00:00,2025-01-24 10:11:30.906588+00:00,2025-01-24 10:17:24.568445+00:00,Appraiser-000001
299,Reject application,2025-01-24 10:17:42.065076+00:00,2025-01-24 10:17:42.065076+00:00,2025-01-24 10:22:07.976287+00:00,Clerk-000003
300,Reject application,2025-01-24 10:18:29.613812+00:00,2025-01-24 10:18:29.613812+00:00,2025-01-24 10:29:44.021262+00:00,Senior Officer-000002
302,Design loan offer,2025-01-24 10:24:27.028635+00:00,2025-01-24 10:24:27.028635+00:00,2025-01-24 10:28:24.203845+00:00,Clerk-000004
302,Approve loan offer,2025-01-24 10:28:24.203845+00:00,2025-01-24 10:28:24.203845+00:00,2025-01-24 10:32:03.646193+00:00,Senior Officer-000001
303,Check application form completeness,2025-01-24 10:30:00.000000+00:00,2025-01-24 10:30:00.000000+00:00,2025-01-24 10:30:24.154144+00:00,Clerk-000005
303,Check credit history,2025-01-24 10:30:24.154144+00:00,2025-01-24 10:30:24.154144+00:00,2025-01-24 10:33:06.534961+00:00,Clerk-000001
302,Approve application,2025-01-24 10:32:03.646243+00:00,2025-01-24 10:32:03.646242+00:00,2025-01-24 10:35:06.586957+00:00,AML Investigator-000002
303,AML check,2025-01-24 10:33:06.534961+00:00,2025-01-24 10:33:06.534961+00:00,2025-01-24 10:46:33.523733+00:00,Clerk-000006
303,Assess loan risk,2025-01-24 10:46:33.523733+00:00,2025-01-24 10:46:33.523733+00:00,2025-01-24 10:57:00.140490+00:00,Clerk-000008
303,Design loan offer,2025-01-24 10:57:00.140490+00:00,2025-01-24 10:57:00.140490+00:00,2025-01-24 11:10:37.796126+00:00,Loan Officer-000003
304,Check application form completeness,2025-01-24 11:00:00.000001+00:00,2025-01-24 11:00:00.000001+00:00,2025-01-24 11:00:30.651790+00:00,Clerk-000007
304,Check credit history,2025-01-24 11:00:30.651790+00:00,2025-01-24 11:00:30.651790+00:00,2025-01-24 11:11:15.051477+00:00,Applicant-000001
298,Assess loan risk,2025-01-24 11:02:19.765689+00:00,2025-01-24 11:02:19.765689+00:00,2025-01-24 11:14:01.054249+00:00,Loan Officer-000002
303,Approve loan offer,2025-01-24 11:10:37.796126+00:00,2025-01-24 11:10:37.796126+00:00,2025-01-24 11:20:59.739019+00:00,AML Investigator-000001
304,Appraise property,2025-01-24 11:11:15.051477+00:00,2025-01-24 11:11:15.051477+00:00,2025-01-24 11:19:52.799769+00:00,Loan Officer-000001
298,Design loan offer,2025-01-24 11:14:01.054249+00:00,2025-01-24 11:14:01.054249+00:00,2025-01-24 11:14:11.079716+00:00,Loan Officer-000004
298,Approve loan offer,2025-01-24 11:14:11.079716+00:00,2025-01-24 11:14:11.079716+00:00,2025-01-24 11:25:40.831755+00:00,Appraiser-000001
304,Assess loan risk,2025-01-24 11:19:52.799769+00:00,2025-01-24 11:19:52.799769+00:00,2025-01-24 11:22:40.565842+00:00,Clerk-000003
304,Design loan offer,2025-01-24 11:22:40.565842+00:00,2025-01-24 11:22:40.565842+00:00,2025-01-24 11:32:45.099509+00:00,Clerk-000002
305,Check application form completeness,2025-01-24 11:30:02.798487+00:00,2025-01-24 11:30:02.798487+00:00,2025-01-24 11:50:14.144130+00:00,Clerk-000004
298,Cancel application,2025-01-24 11:32:08.328553+00:00,2025-01-24 11:32:08.328552+00:00,2025-01-24 11:35:46.416523+00:00,Senior Officer-000002
304,Approve loan offer,2025-01-24 11:32:45.099509+00:00,2025-01-24 11:32:45.099509+00:00,2025-01-24 11:52:02.199855+00:00,Clerk-000005
305,Check credit history,2025-01-24 11:50:14.144130+00:00,2025-01-24 11:50:14.144130+00:00,2025-01-24 12:19:09.259212+00:00,Senior Officer-000001
304,Approve application,2025-01-24 11:52:42.411335+00:00,2025-01-24 11:52:42.411334+00:00,2025-01-24 11:53:39.638135+00:00,Clerk-000001
306,Check application form completeness,2025-01-24 12:00:00.000000+00:00,2025-01-24 12:00:00.000000+00:00,2025-01-24 12:03:41.648504+00:00,AML Investigator-000002
306,Check credit history,2025-01-24 12:03:41.648504+00:00,2025-01-24 12:03:41.648504+00:00,2025-01-24 12:12:57.040775+00:00,Clerk-000006
306,AML check,2025-01-24 12:12:57.040775+00:00,2025-01-24 12:12:57.040775+00:00,2025-01-24 12:19:13.193955+00:00,Clerk-000008
305,AML check,2025-01-24 12:19:09.259212+00:00,2025-01-24 12:19:09.259212+00:00,2025-01-24 12:23:59.130271+00:00,Clerk-000007
306,Assess loan risk,2025-01-24 12:19:13.193955+00:00,2025-01-24 12:19:13.193955+00:00,2025-01-24 12:27:00.431127+00:00,Appraiser-000002
305,Assess loan risk,2025-01-24 12:23:59.130271+00:00,2025-01-24 12:23:59.130271+00:00,2025-01-24 12:24:02.071221+00:00,Loan Officer-000003
305,Design loan offer,2025-01-24 12:24:02.071221+00:00,2025-01-24 12:24:02.071221+00:00,2025-01-24 13:16:58.358242+00:00,Applicant-000001
306,Reject application,2025-01-24 12:35:33.917734+00:00,2025-01-24 12:35:33.917735+00:00,2025-01-24 13:22:36.341570+00:00,Loan Officer-000002
308,Check application form completeness,2025-01-24 13:00:00.000000+00:00,2025-01-24 13:12:00.000000+00:00,2025-01-24 13:14:52.021259+00:00,Loan Officer-000004
308,Check credit history,2025-01-24 13:14:52.021259+00:00,2025-01-24 13:14:52.021259+00:00,2025-01-24 13:17:30.981216+00:00,Loan Officer-000001
305,Approve loan offer,2025-01-24 13:16:58.358242+00:00,2025-01-24 13:16:58.358242+00:00,2025-01-24 13:21:29.570494+00:00,AML Investigator-000001
308,Appraise property,2025-01-24 13:17:30.981216+00:00,2025-01-24 13:17:30.981216+00:00,2025-01-24 13:28:49.828435+00:00,Clerk-000003
308,Assess loan risk,2025-01-24 13:28:49.828435+00:00,2025-01-24 13:28:49.828435+00:00,2025-01-24 13:42:21.988602+00:00,Appraiser-000001
309,Check application form completeness,2025-01-24 13:30:00.000001+00:00,2025-01-24 13:30:00.000001+00:00,2025-01-24 13:30:01.561705+00:00,Clerk-000002
309,Check credit history,2025-01-24 13:30:01.561705+00:00,2025-01-24 13:30:01.561705+00:00,2025-01-24 13:41:49.987473+00:00,Senior Officer-000002
292,Approve application,2025-01-24 13:40:01.825372+00:00,2025-01-24 13:40:01.825372+00:00,2025-01-24 13:44:38.105505+00:00,Clerk-000004
309,AML check,2025-01-24 13:41:49.987473+00:00,2025-01-24 13:41:49.987473+00:00,2025-01-24 13:46:08.601573+00:00,Clerk-000005
309,Assess loan risk,2025-01-24 13:46:08.601573+00:00,2025-01-24 13:46:08.601573+00:00,2025-01-24 13:47:48.065967+00:00,Clerk-000001
309,Reject application,2025-01-24 13:47:54.915738+00:00,2025-01-24 13:47:54.915738+00:00,2025-01-24 13:55:33.992553+00:00,AML Investigator-000002
308,Reject application,2025-01-24 13:55:44.881619+00:00,2025-01-24 13:55:44.881619+00:00,2025-01-24 13:57:28.258306+00:00,Clerk-000006
305,Cancel application,2025-01-24 14:01:23.763232+00:00,2025-01-24 14:24:00.000000+00:00,2025-01-24 14:30:35.924174+00:00,Senior Officer-000001
310,Check application form completeness,2025-01-24 14:27:40.614890+00:00,2025-01-24 14:27:40.614890+00:00,2025-01-24 14:36:35.308951+00:00,Clerk-000008
310,Check credit history,2025-01-24 14:36:35.308951+00:00,2025-01-24 14:36:35.308951+00:00,2025-01-27 07:50:29.466001+00:00,Clerk-000007
311,Check application form completeness,2025-01-24 14:40:15.945866+00:00,2025-01-24 14:40:15.945866+00:00,2025-01-24 14:40:16.217784+00:00,Loan Officer-000003
311,Check credit history,2025-01-24 14:40:16.217784+00:00,2025-01-24 14:40:16.217784+00:00,2025-01-27 07:57:54.854949+00:00,Appraiser-000002
312,Check application form completeness,2025-01-24 15:01:32.569668+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 09:07:06.311648+00:00,Loan Officer-000004
313,Check application form completeness,2025-01-24 15:30:00.000000+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:48:02.664607+00:00,Applicant-000001
307,Check application form completeness,2025-01-24 15:31:06.879360+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:48:16.519930+00:00,Loan Officer-000001
295,Approve application,2025-01-24 17:45:47.196690+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:50:39.698465+00:00,AML Investigator-000001
303,Cancel application,2025-01-25 03:11:38.643118+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:53:32.082963+00:00,Loan Officer-000002
296,Approve application,2025-01-25 19:07:14.628885+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:52:56.619519+00:00,Clerk-000003
315,Check application form completeness,2025-01-27 07:30:00.000000+00:00,2025-01-27 07:48:00.000000+00:00,2025-01-27 07:57:10.575854+00:00,Clerk-000002
313,Check credit history,2025-01-27 07:48:02.664607+00:00,2025-01-27 07:48:02.664607+00:00,2025-01-27 07:50:29.507851+00:00,Senior Officer-000002
307,Check credit history,2025-01-27 07:48:16.519930+00:00,2025-01-27 07:48:16.519930+00:00,2025-01-27 07:51:34.262814+00:00,Appraiser-000001
310,Appraise property,2025-01-27 07:50:29.466001+00:00,2025-01-27 07:50:29.466001+00:00,2025-01-27 07:52:06.604675+00:00,Clerk-000004
313,AML check,2025-01-27 07:50:29.507851+00:00,2025-01-27 07:50:29.507851+00:00,2025-01-27 09:13:46.575928+00:00,Clerk-000005
307,Appraise property,2025-01-27 07:51:34.262814+00:00,2025-01-27 07:51:34.262814+00:00,2025-01-27 09:44:43.344956+00:00,Clerk-000001
310,Assess loan risk,2025-01-27 07:52:06.604675+00:00,2025-01-27 07:52:06.604675+00:00,2025-01-27 09:11:52.181297+00:00,AML Investigator-000002
315,Check credit history,2025-01-27 07:57:10.575854+00:00,2025-01-27 07:57:10.575854+00:00,2025-01-27 10:01:05.772375+00:00,Clerk-000006
311,AML check,2025-01-27 07:57:54.854949+00:00,2025-01-27 07:57:54.854949+00:00,2025-01-27 09:07:07.624678+00:00,Senior Officer-000001
316,Check application form completeness,2025-01-27 08:00:14.838136+00:00,2025-01-27 09:00:00.000000+00:00,2025-01-27 09:28:02.535738+00:00,Clerk-000008
317,Check application form completeness,2025-01-27 08:30:38.556209+00:00,2025-01-27 09:00:00.000000+00:00,2025-01-27 09:04:17.967034+00:00,Loan Officer-000003
314,Check application form completeness,2025-01-27 08:43:58.595138+00:00,2025-01-27 09:00:00.000000+00:00,2025-01-27 09:06:56.957560+00:00,Applicant-000001
317,Check credit history,2025-01-27 09:04:17.967034+00:00,2025-01-27 09:04:17.967034+00:00,2025-01-27 09:06:02.033852+00:00,Loan Officer-000001
317,AML check,2025-01-27 09:06:02.033852+00:00,2025-01-27 09:06:02.033852+00:00,2025-01-27 09:09:00.042584+00:00,Clerk-000007
314,Check credit history,2025-01-27 09:06:56.957560+00:00,2025-01-27 09:06:56.957560+00:00,2025-01-27 09:32:36.864621+00:00,Senior Officer-000002
312,Check credit history,2025-01-27 09:07:06.311648+00:00,2025-01-27 09:07:06.311648+00:00,2025-01-27 09:12:38.885346+00:00,AML Investigator-000001
311,Assess loan risk,2025-01-27 09:07:07.624678+00:00,2025-01-27 09:07:07.624678+00:00,2025-01-27 09:26:27.907178+00:00,Appraiser-000001
317,Assess loan risk,2025-01-27 09:09:00.042584+00:00,2025-01-27 09:09:00.042584+00:00,2025-01-27 09:09:08.139044+00:00,Clerk-000004
317,Reject application,2025-01-27 09:09:08.194452+00:00,2025-01-27 09:09:08.194452+00:00,2025-01-27 09:17:30.708628+00:00,Clerk-000003
310,Design loan offer,2025-01-27 09:11:52.181297+00:00,2025-01-27 09:11:52.181297+00:00,2025-01-27 09:24:59.844917+00:00,Loan Officer-000002
312,Appraise property,2025-01-27 09:12:38.885346+00:00,2025-01-27 09:12:38.885346+00:00,2025-01-27 09:14:39.492418+00:00,Clerk-000002
313,Assess loan risk,2025-01-27 09:13:46.575928+00:00,2025-01-27 09:13:46.575928+00:00,2025-01-27 09:23:02.488541+00:00,Appraiser-000002
312,Assess loan risk,2025-01-27 09:14:39.492418+00:00,2025-01-27 09:14:39.492418+00:00,2025-01-27 09:26:28.371333+00:00,Loan Officer-000003
313,Design loan offer,2025-01-27 09:23:02.488541+00:00,2025-01-27 09:23:02.488541+00:00,2025-01-27 09:23:43.056294+00:00,Loan Officer-000001
313,Approve loan offer,2025-01-27 09:23:43.056294+00:00,2025-01-27 09:23:43.056294+00:00,2025-01-27 09:26:54.395308+00:00,Applicant-000001
310,Approve loan offer,2025-01-27 09:24:59.844917+00:00,2025-01-27 09:24:59.844917+00:00,2025-01-27 09:40:08.452841+00:00,Loan Officer-000004
311,Reject application,2025-01-27 09:26:44.873055+00:00,2025-01-27 09:26:44.873054+00:00,2025-01-27 09:27:22.235889+00:00,Senior Officer-000001
313,Approve application,2025-01-27 09:26:54.395333+00:00,2025-01-27 09:26:54.395334+00:00,2025-01-27 09:29:55.801845+00:00,Clerk-000007
316,Check credit history,2025-01-27 09:28:02.535738+00:00,2025-01-27 09:28:02.535738+00:00,2025-01-27 09:58:31.542155+00:00,Clerk-000004
319,Check application form completeness,2025-01-27 09:30:00.005563+00:00,2025-01-27 09:30:00.005563+00:00,2025-01-27 09:30:33.496862+00:00,AML Investigator-000002
319,Check credit history,2025-01-27 09:30:33.496862+00:00,2025-01-27 09:30:33.496862+00:00,2025-01-27 09:53:24.924788+00:00,AML Investigator-000001
314,Appraise property,2025-01-27 09:32:36.864621+00:00,2025-01-27 09:32:36.864621+00:00,2025-01-27 10:18:40.286250+00:00,Clerk-000005
307,Assess loan risk,2025-01-27 09:44:43.344956+00:00,2025-01-27 09:44:43.344956+00:00,2025-01-27 09:54:48.672494+00:00,Clerk-000002
319,Appraise property,2025-01-27 09:53:24.924788+00:00,2025-01-27 09:53:24.924788+00:00,2025-01-27 10:20:36.684762+00:00,Clerk-000003
318,Check application form completeness,2025-01-27 09:53:39.313739+00:00,2025-01-27 09:53:39.313739+00:00,2025-01-27 09:55:37.266461+00:00,Appraiser-000002
307,Design loan offer,2025-01-27 09:54:48.672494+00:00,2025-01-27 09:54:48.672494+00:00,2025-01-27 09:54:52.025247+00:00,Loan Officer-000001
307,Approve loan offer,2025-01-27 09:54:52.025247+00:00,2025-01-27 09:54:52.025247+00:00,2025-01-27 10:08:42.445408+00:00,Loan Officer-000002
318,Check credit history,2025-01-27 09:55:37.266461+00:00,2025-01-27 09:55:37.266461+00:00,2025-01-27 10:54:15.799112+00:00,Appraiser-000001
316,AML check,2025-01-27 09:58:31.542155+00:00,2025-01-27 09:58:31.542155+00:00,2025-01-27 10:08:43.382152+00:00,Loan Officer-000003
320,Check application form completeness,2025-01-27 10:00:00.005533+00:00,2025-01-27 10:00:00.005533+00:00,2025-01-27 10:00:38.360204+00:00,Applicant-000001
320,Check credit history,2025-01-27 10:00:38.360204+00:00,2025-01-27 10:00:38.360204+00:00,2025-01-27 10:15:04.063400+00:00,Senior Officer-000001
